,Title,Director,Actors,Rating,Revenue (Millions),fb_likes,yt_likes_ratio,Top actor followers,Director Followers
320,Carrie,Kimberly Peirce,"Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday",5.9,35.27,1664408,22.399020807833534,3276836.0,10.0
321,Pandorum,Christian Alvart,"Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue",6.8,10.33,25264,9.724590163934426,226681.0,3.0
322,Olympus Has Fallen,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman,Angela Bassett",6.5,98.9,645669,12.950073421439061,502646.0,14.0
323,I Am Number Four,D.J. Caruso,"Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer",6.1,55.09,388309,23.190476190476193,2023739.0,146.0
324,The Proposal,Anne Fletcher,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen,Craig T. Nelson",6.7,163.95,3378631,15.75,10203518.0,5.0
325,Get Hard,Etan Cohen,"Will Ferrell, Kevin Hart, Alison Brie, T.I.",6.0,90.35,262396,18.209177592371873,35118319.0,40.0
326,The Town,Ben Affleck,"Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner",7.6,92.17,3187,22.914956011730204,2918799.0,2918799.0
327,Denial,Mick Jackson,"Rachel Weisz, Tom Wilkinson, Timothy Spall, Andrew Scott",6.6,4.07,15692,1.2649738321380113,2154.0,63.0
328,Goosebumps,Rob Letterman,"Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee",6.3,80.02,445046,24.296296296296298,342725.0,35.0
329,Sherlock Holmes: A Game of Shadows,Guy Ritchie,"Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams",7.5,186.83,9622284,30.577777777777786,10367606.0,17.0
330,Salt,Phillip Noyce,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski",6.4,118.31,8787,15.2234273318872,214711.0,42.0
331,Enemy,Denis Villeneuve,"Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon,Isabella Rossellini",6.9,1.01,349,19.966906474820146,30832.0,898.0
332,District 9,Neill Blomkamp,"Sharlto Copley, David James, Jason Cope, Nathalie Boltt",8.0,115.65,1183845,21.612244897959183,785.0,63525.0
333,The Other Guys,Adam McKay,"Will Ferrell, Mark Wahlberg, Derek Jeter, Eva Mendes",6.7,119.22,2236212,27.89693593314763,3825714.0,3.0
334,American Gangster,Ridley Scott,"Denzel Washington, Russell Crowe, Chiwetel Ejiofor,Josh Brolin",7.8,130.13,1693,28.40909090909091,2747744.0,45.0
335,Marie Antoinette,Sofia Coppola,"Kirsten Dunst, Jason Schwartzman, Rip Torn, Judy Davis",6.4,15.96,516,23.271428571428572,493356.0,31.0
336,2012,Roland Emmerich,"John Cusack, Thandie Newton, Chiwetel Ejiofor,Amanda Peet",5.8,166.11,17767089,5.8263888888888875,1700441.0,111343.0
337,Harry Potter and the Half-Blood Prince,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon",7.5,301.96,11937,81.35,28809931.0,145.0
338,Argo,Ben Affleck,"Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin",7.7,136.02,1293620,7.109826589595376,2918799.0,2918799.0
339,Eddie the Eagle,Dexter Fletcher,"Taron Egerton, Hugh Jackman, Tom Costello, Jo Hartley",7.4,15.79,72381,47.64942528735632,12455721.0,7.0
340,Forgetting Sarah Marshall,Nicholas Stoller,"Kristen Bell, Jason Segel, Paul Rudd, Mila Kunis",7.2,62.88,520,30.02684563758389,2396427.0,24512.0
341,The Giver,Phillip Noyce,"Brenton Thwaites, Jeff Bridges, Meryl Streep, Taylor Swift",6.5,45.09,1180,27.024494142705013,66625.0,42.0
342,Triple 9,John Hillcoat,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie,Aaron Paul",6.3,12.63,114109,19.693032015065913,541088.0,432.0
343,Angry Birds,Clay Kaytis,"Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph",6.3,107.51,1104397,11.106970324361631,348131.0,14878.0
344,Moonrise Kingdom,Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray",7.8,45.51,364180,30.49479166666667,2614.0,4559.0
345,Hairspray,Adam Shankman,"John Travolta, Queen Latifah, Nikki Blonsky,Michelle Pfeiffer",6.7,118.82,2341417,38.253968253968246,8229003.0,292881.0
346,Stake Land,Jim Mickle,"Connor Paolo, Nick Damici, Kelly McGillis, Gregory Jones",6.5,0.02,4633,9.6,697.0,14.0
347,The Book of Eli,Albert Hughes,"Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman",6.9,94.82,1357223,16.320987654320987,1221.0,270.0
348,Cloverfield,Matt Reeves,"Mike Vogel, Jessica Lucas, Lizzy Caplan, T.J. Miller",7.0,80.03,534529,17.681818181818183,38190.0,45735.0
349,Under the Skin,Jonathan Glazer,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell",6.3,2.61,94301,7.226130653266332,4352.0,150.0
350,I Am Legend,Francis Lawrence,"Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield",7.2,256.39,7800110,36.345238095238095,106921.0,14.0
351,Men in Black 3,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin,Jemaine Clement",6.8,179.02,8097855,53.59291338582677,106921.0,285.0
352,Super 8,J.J. Abrams,"Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney",7.1,126.98,964302,23.617647058823533,9996.0,1.0
353,Law Abiding Citizen,F. Gary Gray,"Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney",7.4,73.34,1023988,31.50892857142857,4841602.0,1.0
354,Up,Pete Docter,"Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer",8.3,292.98,17651652,10.08125,78438.0,1952.0
355,Maze Runner: The Scorch Trials,Wes Ball,"Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster,Giancarlo Esposito",6.3,81.69,4202635,54.812316715542536,4962607.0,102530.0
356,Carol,Todd Haynes,"Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler",7.2,0.25,27444,9.67524115755627,858087.0,57.0
357,Youth,Paolo Sorrentino,"Michael Caine, Harvey Keitel, Rachel Weisz, Jane Fonda",7.3,2.7,29783,20.452282157676347,1382.0,72.0
358,Savages,Oliver Stone,"Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively,Benicio Del Toro",6.5,47.31,160838,15.8265306122449,896245.0,237.0
359,(500) Days of Summer,Marc Webb,"Zooey Deschanel, Joseph Gordon-Levitt, Geoffrey Arend, Chloë Grace Moretz",7.7,32.39,2974306,38.52854671280277,6687622.0,740.0
360,Movie 43,Elizabeth Banks,"Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber",4.3,8.83,250095,5.840628507295174,624570.0,2351813.0
361,Gravity,Alfonso Cuarón,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen",7.8,274.08,1219000,9.321739130434784,1389.0,52777.0
362,The Boy in the Striped Pyjamas,Mark Herman,"Asa Butterfield, David Thewlis, Rupert Friend, Zac Mattoon O'Brien",7.8,9.03,602383,36.518518518518526,45002.0,1931.0
363,The Happening,M. Night Shyamalan,"Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez",5.0,64.51,47020,11.473684210526311,6687622.0,137484.0
364,Easy A,Will Gluck,"Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd",7.1,58.4,5735076,48.988439306358394,3199656.0,266.0
365,Exodus: Gods and Kings,Ridley Scott,"Christian Bale, Joel Edgerton, Ben Kingsley, Sigourney Weaver",6.0,65.01,313178,7.965725806451613,25031.0,45.0
366,Chappie,Neill Blomkamp,"Sharlto Copley, Dev Patel, Hugh Jackman,Sigourney Weaver",6.9,31.57,497580,17.44138634046891,12455956.0,63527.0
367,The Hobbit: The Desolation of Smaug,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage,Ken Stott",7.9,258.36,7343721,33.87814070351759,3902905.0,50874.0
368,Half of a Yellow Sun,Biyi Bandele,"Chiwetel Ejiofor, Thandie Newton, Anika Noni Rose,Joseph Mawle",6.2,0.05,12451,0.3271794871794872,118969.0,1636.0
369,Anthropoid,Sean Ellis,"Jamie Dornan, Cillian Murphy, Brian Caspe, Karel Hermánek Jr.",7.2,2.96,12432,22.02664298401421,2932.0,123333.0
370,The Counselor,Ridley Scott,"Michael Fassbender, Penélope Cruz, Cameron Diaz,Javier Bardem",5.3,16.97,203726,15.43728813559322,703681.0,45.0
371,Trust,David Schwimmer,"Clive Owen, Catherine Keener, Liana Liberato,Jason Clarke",7.0,0.06,1287,21.49253731343284,56046.0,366229.0
372,Birth of the Dragon,George Nolfi,"Billy Magnussen, Terry Chen, Teresa Navarro,Vanessa Ross",3.9,93.05,191128,8.331125827814569,9406.0,35.0
373,The Green Inferno,Eli Roth,"Lorenza Izzo, Ariel Levy, Aaron Burns, Kirby Bliss Blanton",5.4,7.19,256587,7.555112881806109,34384.0,293283.0
374,Godzilla,Gareth Edwards,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe",6.4,200.66,2627925,26.19868756835581,2169666.0,265.0
375,A Good Year,Ridley Scott,"Russell Crowe, Abbie Cornish, Albert Finney, Marion Cotillard",6.9,7.46,199,26.33333333333333,2747741.0,45.0
376,Friend Request,Simon Verhoeven,"Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan",5.4,64.03,8253,5.323795898903195,105338.0,58.0
377,Lucy,Luc Besson,"Scarlett Johansson, Morgan Freeman, Min-sik Choi,Amr Waked",6.4,126.55,2354840,17.175478708202345,6890.0,1457971.0
378,A Quiet Passion,Terence Davies,"Cynthia Nixon, Jennifer Ehle, Duncan Duff, Keith Carradine",7.2,1.08,937,33.94285714285714,71427.0,1.0
379,Need for Speed,Scott Waugh,"Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi",6.5,43.57,19648743,23.786721504112805,2767026.0,757.0
380,The Do-Over,Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn",5.7,0.54,97312,6.796768707482992,2805959.0,7817.0
381,The Ghost Writer,Roman Polanski,"Ewan McGregor, Pierce Brosnan, Olivia Williams,Jon Bernthal",7.2,15.52,68741,12.181818181818182,1407800.0,235.0
382,Limitless,Neil Burger,"Bradley Cooper, Anna Friel, Abbie Cornish, Robert De Niro",7.4,79.24,1497750,26.494623655913983,41014.0,9012.0
383,Midnight Special,Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver",6.7,3.71,27480,17.32943925233645,493356.0,92.0
384,Don't Think Twice,Mike Birbiglia,"Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia,Chris Gethard",6.8,4.42,24896,9.970297029702973,490605.0,1443.0
385,Alice in Wonderland,Tim Burton,"Mia Wasikowska, Johnny Depp, Helena Bonham Carter,Anne Hathaway",6.5,334.19,5524287,18.428330522765602,3295.0,112101.0
386,The Break-Up,Peyton Reed,"Jennifer Aniston, Vince Vaughn, Jon Favreau, Joey Lauren Adams",5.8,118.68,909,26.901785714285715,4186.0,246.0
387,Loving,Jeff Nichols,"Ruth Negga, Joel Edgerton, Will Dalton, Dean Mumford",7.1,7.7,372223,33.96649916247906,25031.0,92.0
388,Fantastic Four,Josh Trank,"Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell",4.3,56.11,1593205,5.087417702999269,250022.0,435.0
389,The Boy Next Door,Rob Cohen,"Jennifer Lopez, Ryan Guzman, Kristin Chenoweth, John Corbett",4.6,35.39,462114,16.60708534621578,45118409.0,501.0
390,The Gift,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",7.1,43.77,88626,18.822222222222226,1813021.0,25031.0
391,Dracula Untold,Gary Shore,"Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson",6.3,55.94,74590,17.454326923076927,30832.0,1.0
392,In the Heart of the Sea,Ron Howard,"Chris Hemsworth, Cillian Murphy, Brendan Gleeson,Ben Whishaw",6.9,24.99,240841,22.991712707182327,3034192.0,2439837.0
393,Idiocracy,Mike Judge,"Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews",6.6,0.44,183768,20.36842105263158,954229.0,132873.0
394,The Expendables,Sylvester Stallone,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",6.5,102.98,11133855,22.47945205479452,14899.0,2819.0
395,Evil Dead,Fede Alvarez,"Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci",6.5,54.24,1171437,7.749691738594327,38190.0,70.0
396,Sinister,Scott Derrickson,"Ethan Hawke, Juliet Rylance, James Ransone,Fred Dalton Thompson",6.8,48.06,1635548,18.95737704918033,5675.0,71465.0
397,Wreck-It Ralph,Rich Moore,"John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman",7.8,189.41,3189329,19.523468057366358,379.0,105.0
398,Snow White and the Huntsman,Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin",6.1,155.11,4942772,24.278625954198475,3034192.0,531.0
399,Pan,Joe Wright,"Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara",5.8,34.96,330997,21.37374461979914,12455960.0,2117.0
400,Transformers: Dark of the Moon,Michael Bay,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel",6.3,352.36,32947438,21.699144486692013,317.0,92591.0
401,Juno,Jason Reitman,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman",7.5,143.49,2168132,14.18064952638701,1439700.0,155762.0
402,A Hologram for the King,Tom Tykwer,"Tom Hanks, Sarita Choudhury, Ben Whishaw,Alexander Black",6.1,4.2,30394,1.500592768227623,15321212.0,108.0
403,Enchanted,Kevin Lima,"Amy Adams, Susan Sarandon, James Marsden, Patrick Dempsey",7.1,127.71,1713733,14.442622950819672,590609.0,79.0
404,Little Miss Sunshine,Jonathan Dayton,"Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin",7.8,59.89,820069,35.46153846153846,5356870.0,5.0
405,The Finest Hours,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana",6.8,27.55,67047,26.773504273504273,226683.0,269.0
406,Tron,Joseph Kosinski,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner",6.8,172.05,5700155,22.607862903225808,1853046.0,210.0
407,The Hunger Games: Catching Fire,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman",7.6,424.65,21400354,37.567489114658926,2889000.0,14.0
408,All Good Things,Andrew Jarecki,"Ryan Gosling, Kirsten Dunst, Frank Langella, Lily Rabe",6.3,0.58,6552,15.529411764705882,2339455.0,1620.0
409,Kickboxer: Vengeance,John Stockwell,"Dave Bautista, Alain Moussi, Gina Carano, Jean-Claude Van Damme",4.9,131.56,112236,18.96229508196721,1139571.0,45.0
410,Sex Tape,Jake Kasdan,"Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper",5.1,38.54,1107363,9.553299492385786,2396405.0,218.0
411,What to Expect When You're Expecting,Kirk Jones,"Cameron Diaz, Matthew Morrison, J. Todd Smith, Dennis Quaid",5.7,41.1,330243,4.44811320754717,703685.0,7089.0
412,Moneyball,Bennett Miller,"Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman",7.6,75.61,7087,18.168918918918926,4972972.0,307.0
413,Unbroken,Angelina Jolie,"Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund",7.2,115.6,449588,27.98630136986301,305393.0,59033.0
414,Immortals,Tarsem Singh,"Henry Cavill, Mickey Rourke, John Hurt, Stephen Dorff",6.0,83.5,730933,13.176470588235292,53260.0,85.0
415,Sunshine,Danny Boyle,"Cillian Murphy, Rose Byrne, Chris Evans, Michelle Yeoh",7.3,3.68,5805,9.72554347826087,8651739.0,275.0
416,Brave,Mark Andrews,"Kelly Macdonald,Billy Connolly, Emma Thompson, Julie Walters",7.2,237.28,8331573,22.538461538461537,1191.0,108.0
417,Adoration,Anne Fontaine,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville",6.2,0.32,28272,14.026109660574413,148449.0,49.0
418,Daddy's Home,Sean Anders,"Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church",6.1,150.32,696830,28.212162162162162,3825724.0,164.0
419,Let Me In,Matt Reeves,"Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono",7.2,12.13,273796,15.851851851851851,3276814.0,45737.0
420,Never Back Down,Jeff Wadlow,"Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet",6.6,24.85,1714503,29.98387096774193,80623.0,7077.0
421,Moon,Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott,Rosie Shaw",7.9,5.01,215325,22.87096774193548,4899935.0,1156.0
422,Megamind,Tom McGrath,"Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey",7.3,148.34,9842074,17.355263157894736,4972972.0,142.0
423,Gangster Squad,Ruben Fleischer,"Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi",6.7,46.0,1256,52.373493975903614,2339455.0,13909.0
424,The Rise of the Krays,Zackary Adler,"Matt Vael, Simon Cotton, Kevin Leslie, Olivia Moyles",5.1,6.53,10715,1.3194444444444444,475.0,4.0
425,Horrible Bosses,Seth Gordon,"Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe",6.9,117.53,664538,26.43023255813953,1812991.0,1663.0
426,Mommy,Xavier Dolan,"Anne Dorval, Antoine-Olivier Pilon, Suzanne Clément,Patrick Huard",8.1,3.49,173758,29.53333333333333,528.0,262200.0
427,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,"Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker",7.5,3.9,18287,43.84444444444443,669.0,10.0
428,Bastille Day,James Watkins,"Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly",6.3,0.04,30390,36.39692307692307,2490190.0,86.0
429,2307: Winter's Dream,Joey Curtis,"Paul Sidhu, Branden Coles, Arielle Holmes, Kelcey Watson",4.0,20.76,742,2.785571142284569,2025.0,551.0
430,Mr. Right,Paco Cabezas,"Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone",6.3,0.03,35353,24.91762013729977,7099416.0,4.0
431,The Secret Life of Walter Mitty,Ben Stiller,"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn",7.3,58.23,588160,34.28822495606327,6065201.0,6065201.0
432,Dope,Rick Famuyiwa,"Shameik Moore, Tony Revolori, Kiersey Clemons,Kimberly Elise",7.3,17.47,235344,29.579234972677607,74200.0,15028.0
433,Antichrist,Lars von Trier,"Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrøm",6.6,0.4,42271,3.8951965065502185,21466.0,1869.0
434,Taken 3,Olivier Megaton,"Liam Neeson, Forest Whitaker, Maggie Grace,Famke Janssen",6.0,89.25,4584691,36.84452975047984,175501.0,1.0
435,Total Recall,Len Wiseman,"Colin Farrell, Bokeem Woodbine, Bryan Cranston,Kate Beckinsale",6.3,58.88,569350,7.0051679586563305,2169678.0,3958.0
436,X-Men: The Last Stand,Brett Ratner,"Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen",6.7,234.36,14328358,13.814814814814815,12456201.0,253645.0
437,Night at the Museum: Secret of the Tomb,Shawn Levy,"Ben Stiller, Robin Williams, Owen Wilson, Dick Van Dyke",6.2,113.73,2009938,34.13053613053613,6065201.0,10766.0
438,The Interview,Evan Goldberg,"James Franco, Seth Rogen, Randall Park, Lizzy Caplan",6.6,6.11,686253,20.96324655436447,7491914.0,20.0
439,WALL·E,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard",8.4,223.81,10376259,15.626262626262625,3257.0,58405.0
440,Knocked Up,Judd Apatow,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann",7.0,148.73,3994,34.282051282051285,7491914.0,2329104.0
441,Source Code,Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga,Jeffrey Wright",7.5,54.7,275372,16.0188679245283,213767.0,1156.0
442,Lawless,John Hillcoat,"Tom Hardy, Shia LaBeouf, Guy Pearce, Jason Clarke",7.3,37.4,152738,24.20618556701031,8947.0,432.0
443,American Reunion,Jon Hurwitz,"Jason Biggs, Alyson Hannigan,Seann William Scott, Chris Klein",6.7,56.72,27635,32.46153846153846,510332.0,12286.0
444,The Pursuit of Happyness,Gabriele Muccino,"Will Smith, Thandie Newton, Jaden Smith, Brian Howe",8.0,162.59,2732651,46.24203821656051,7552630.0,80809.0
445,Relatos salvajes,Damián Szifron,"Darío Grandinetti, María Marull, Mónica Villa, Rita Cortese",8.1,3.08,195413,29.74698795180723,41.0,618.0
446,Frantz,François Ozon,"Pierre Niney, Paula Beer, Ernst Stötzner, Marie Gruber",7.5,0.86,12509,25.82608695652174,404860.0,3.0
447,Gran Torino,Clint Eastwood,"Clint Eastwood, Bee Vang, Christopher Carley,Ahney Her",8.2,148.09,1431142,35.897959183673464,549.0,549.0
448,Burnt,John Wells,"Bradley Cooper, Sienna Miller, Daniel Brühl, Riccardo Scamarcio",6.6,13.65,27080,14.934747145187602,41014.0,303.0
449,Sleeping Beauty,Julia Leigh,"Emily Browning, Rachael Blake, Ewen Leslie, Bridgette Barrett",5.3,0.03,3094984,9.121951219512193,670.0,302.0
450,Vampire Academy,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne",5.6,7.79,324251,11.573952879581153,188531.0,1173.0
451,Insidious,James Wan,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",6.8,53.99,5233436,25.70069162890532,99442.0,79.0
452,Popstar: Never Stop Never Stopping,Akiva Schaffer,"Andy Samberg, Jorma Taccone,Akiva Schaffer, Sarah Silverman",6.7,9.39,142967,9.539160045402953,74521.0,2377.0
453,Public Enemies,Michael Mann,"Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke",7.0,97.03,40789,32.892857142857146,41185.0,1008.0
454,Eastern Promises,David Cronenberg,"Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin",7.7,17.11,3970,15.869565217391305,2108.0,521.0
455,The Daughter,Simon Stone,"Geoffrey Rush, Nicholas Hope, Sam Neill, Ewen Leslie",6.7,0.03,8014,14.216216216216214,4037.0,1438.0
456,Pineapple Express,David Gordon Green,"Seth Rogen, James Franco, Gary Cole, Danny McBride",7.0,87.34,5047558,34.55844155844156,7491911.0,814.0
457,The First Time,Jon Kasdan,"Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville",6.9,0.02,151395,48.69244935543278,10880995.0,2044.0
458,Gone Baby Gone,Ben Affleck,"Morgan Freeman, Ed Harris, Casey Affleck, Michelle Monaghan",7.7,20.3,101982,24.92307692307693,6890.0,2918803.0
459,The Heat,Paul Feig,"Sandra Bullock, Michael McDonald, Melissa McCarthy,Demián Bichir",6.6,159.58,1063315,27.02865329512894,967366.0,2325850.0
460,Anna Karenina,Joe Wright,"Keira Knightley, Jude Law, Aaron Taylor-Johnson,Matthew Macfadyen",6.6,12.8,312577,22.453781512605037,51.0,2117.0
461,Ted 2,Seth MacFarlane,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",6.3,81.26,20282302,18.363907734056987,14444985.0,14444985.0
462,Pain & Gain,Michael Bay,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie,Tony Shalhoub",6.5,49.87,1461919,17.281874039938558,12689358.0,92591.0
463,Child 44,Daniel Espinosa,"Tom Hardy, Gary Oldman, Noomi Rapace, Joel Kinnaman",6.5,1.21,76815,14.48395061728395,8947.0,363.0
464,The Hurt Locker,Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty,Guy Pearce",7.6,15.7,725707,20.41025641025641,3504188.0,5.0
465,Green Lantern,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard,Mark Strong",5.6,116.59,1454648,8.178756476683937,10203465.0,1340.0
466,The Mist,Frank Darabont,"Thomas Jane, Marcia Gay Harden, Laurie Holden,Andre Braugher",7.2,25.59,95569,17.928802588996767,79794.0,22146.0
467,"Love, Rosie",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jaime Winstone",7.2,0.01,731218,96.7936507936508,1006138.0,2807.0
468,The DUFF,Ari Sandel,"Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney",6.5,34.02,493280,27.132601020007854,6986374.0,1.0
469,The Hunger Games: Mockingjay - Part 1,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",6.7,337.1,21400355,31.865139949109416,2889011.0,14.0
470,We Need to Talk About Kevin,Lynne Ramsay,"Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell",7.5,1.74,133177,49.6,1741.0,1.0
471,Love & Friendship,Whit Stillman,"Kate Beckinsale, Chloë Sevigny, Xavier Samuel,Emma Greenwell",6.5,14.01,51145,18.02,194118.0,12134.0
472,The Mortal Instruments: City of Bones,Harald Zwart,"Lily Collins, Jamie Campbell Bower, Robert Sheehan,Jemima West",5.9,31.17,1857379,37.047984644913626,680482.0,7937.0
473,Seven Pounds,Gabriele Muccino,"Will Smith, Rosario Dawson, Woody Harrelson,Michael Ealy",7.7,69.95,1420184,27.15116279069768,660383.0,80809.0
474,The King's Speech,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter,Derek Jacobi",8.0,138.8,252256,34.666666666666664,4037.0,232.0
475,Hunger,Steve McQueen,"Stuart Graham, Laine Megaw, Brian Milligan, Liam McMahon",7.6,0.15,21400355,24.466666666666665,677.0,239.0
476,Jumper,Doug Liman,"Hayden Christensen, Samuel L. Jackson, Jamie Bell,Rachel Bilson",6.1,80.17,705816,11.081632653061225,7360572.0,710.0
477,Toy Story 3,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty",8.3,414.98,2810,4.2438882421420265,15321191.0,168576.0
478,Tinker Tailor Soldier Spy,Tomas Alfredson,"Gary Oldman, Colin Firth, Tom Hardy, Mark Strong",7.1,24.1,66709,28.78181818181818,8947.0,131.0
479,Resident Evil: Retribution,Paul W.S. Anderson,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer",5.4,42.35,10492036,15.395071542130365,1511199.0,251.0
480,Dear Zindagi,Gauri Shinde,"Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Priyanka Moodley",7.8,1.4,188928,37.631578947368425,16597871.0,14.0
481,Genius,Michael Grandage,"Colin Firth, Jude Law, Nicole Kidman, Laura Linney",6.5,1.36,10825,16.86756756756757,73230.0,10840.0
482,Pompeii,Paul W.S. Anderson,"Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje",5.5,23.22,284173,6.541025641025642,5058.0,251.0
483,Life of Pi,Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu",7.9,124.98,2065179,15.211699164345404,157.0,134.0
484,I Origins,Mike Cahill,"Michael Pitt, Steven Yeun, Astrid Bergès-Frisbey, Brit Marling",7.3,0.33,50334,20.134782608695648,1614496.0,6476.0
485,Live Free or Die Hard,Len Wiseman,"Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q",7.2,134.52,457527,17.076923076923073,187813.0,3958.0
486,Funny Games,Michael Haneke,"Naomi Watts, Tim Roth, Michael Pitt, Brady Corbet",6.5,1.29,44362,9.845070422535214,893.0,3.0
